jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.02,±0.55,73.0,±4.53,0.03,±0.04,29.17,±1.06,50.0,25.0,25.0,0
13:00,25.82,±1.72,78.0,±9.14,0.35,±0.38,26.96,±2.73,25.0,50.0,25.0,0
16:00,24.1,±0.81,86.75,±2.28,0.9,±0.97,24.04,±1.54,50.0,50.0,0,0
19:00,21.9,±0.58,94.25,±2.68,0.45,±0.78,19.47,±0.47,75.0,25.0,0,0
22:00,21.45,±0.84,93.75,±3.19,0.05,±0.09,19.06,±0.47,75.0,25.0,0,0
