jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,26.3,±0.42,74.33,±5.73,2.2,±3.11,27.99,±0.81,33.3,33.3,33.3,0
13:00,26.47,±0.46,74.67,±6.94,0.2,±0.28,28.4,±1.09,33.3,66.7,0,0
16:00,23.6,±0.99,87.33,±7.13,0.73,±1.04,23.09,±2.22,66.7,33.3,0,0
19:00,21.9,±0.65,95.0,±2.16,0.0,±0.0,19.32,±0.49,100.0,0,0,0
22:00,21.5,±0.37,94.67,±1.25,0.0,±0.0,18.71,±0.55,100.0,0,0,0
