jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.38,±0.75,63.75,±2.17,0.15,±0.26,28.95,±1.06,50.0,50.0,0,0
13:00,26.5,±2.49,68.25,±10.83,0.53,±0.53,27.61,±2.77,25.0,75.0,0,0
16:00,24.2,±1.36,82.0,±3.67,0.23,±0.33,24.54,±2.24,50.0,50.0,0,0
19:00,21.45,±1.1,94.25,±2.68,0.23,±0.39,18.79,±1.95,75.0,25.0,0,0
22:00,20.45,±1.21,95.75,±2.86,0.0,±0.0,17.19,±2.02,100.0,0,0,0
