jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.48,±0.44,62.75,±3.77,0.05,±0.09,28.99,±0.69,75.0,25.0,0,0
13:00,26.52,±2.12,67.5,±10.52,0.52,±0.58,27.56,±2.44,25.0,75.0,0,0
16:00,25.0,±1.64,76.5,±9.6,0.47,±0.42,25.56,±2.45,25.0,75.0,0,0
19:00,22.9,±2.54,85.75,±13.86,0.0,±0.0,21.39,±4.23,100.0,0,0,0
22:00,20.33,±1.08,96.75,±1.79,0.0,±0.0,16.77,±1.55,100.0,0,0,0
