jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,30.05,±0.64,67.0,±4.95,0.15,±0.26,34.38,±0.59,75.0,25.0,0,0
13:00,29.85,±0.86,68.5,±4.72,0.28,±0.48,34.26,±1.04,75.0,25.0,0,0
16:00,28.2,±0.58,76.5,±1.12,0.05,±0.05,32.05,±1.21,25.0,75.0,0,0
19:00,25.52,±1.5,87.0,±5.39,0.3,±0.41,26.71,±3.1,50.0,50.0,0,0
22:00,25.02,±0.99,88.5,±4.15,0.07,±0.13,25.71,±2.13,75.0,25.0,0,0
