jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,29.8,±0.72,68.25,±4.66,0.1,±0.17,34.12,±0.99,75.0,25.0,0,0
13:00,29.65,±0.65,68.25,±6.76,0.33,±0.56,33.74,±0.71,75.0,25.0,0,0
16:00,28.15,±1.08,75.0,±5.52,0.57,±1.0,31.73,±2.24,75.0,25.0,0,0
19:00,25.62,±1.68,86.75,±3.63,0.2,±0.35,27.15,±3.64,75.0,25.0,0,0
22:00,25.23,±1.5,86.75,±3.49,0.0,±0.0,26.3,±3.11,100.0,0,0,0
