jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,25.3,±4.24,71.0,±16.31,0.0,±0.0,25.44,±6.67,100.0,0,0,0
13:00,26.58,±2.22,68.75,±10.11,0.33,±0.34,27.81,±2.45,25.0,75.0,0,0
16:00,24.3,±2.32,78.5,±12.44,0.3,±0.33,24.2,±3.09,25.0,75.0,0,0
19:00,21.18,±0.95,94.75,±2.17,0.07,±0.13,18.31,±1.62,75.0,25.0,0,0
22:00,20.38,±0.84,96.25,±3.34,0.0,±0.0,16.84,±1.73,100.0,0,0,0
