jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,26.5,±1.45,73.75,±2.28,0.75,±0.8,28.51,±2.24,0,100.0,0,0
13:00,23.6,±2.38,88.0,±6.28,0.6,±0.87,23.13,±4.27,50.0,50.0,0,0
16:00,23.0,±0.84,90.25,±3.96,1.55,±1.3,21.89,±1.5,25.0,75.0,0,0
19:00,21.75,±0.5,94.5,±2.18,0.3,±0.52,19.16,±0.52,75.0,25.0,0,0
22:00,21.32,±0.78,94.75,±2.17,0.3,±0.52,18.58,±0.66,75.0,25.0,0,0
