jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.45,±0.47,63.5,±3.64,0.03,±0.04,28.99,±0.61,75.0,25.0,0,0
13:00,25.9,±1.92,71.75,±7.15,0.43,±0.46,27.13,±2.64,25.0,75.0,0,0
16:00,23.8,±1.7,84.25,±6.42,0.33,±0.37,23.62,±2.92,50.0,50.0,0,0
19:00,21.32,±1.12,94.5,±1.12,0.0,±0.0,18.68,±1.58,100.0,0,0,0
22:00,20.48,±0.6,97.0,±0.71,0.0,±0.0,16.79,±0.69,100.0,0,0,0
