jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.07,±1.53,71.0,±8.46,0.0,±0.0,28.88,±1.81,75.0,25.0,0,0
13:00,26.2,±2.55,75.0,±7.52,0.53,±0.61,27.78,±3.95,50.0,50.0,0,0
16:00,23.92,±1.16,87.0,±1.87,0.28,±0.37,23.92,±1.76,50.0,50.0,0,0
19:00,23.45,±1.48,88.25,±11.14,0.0,±0.0,22.11,±3.0,75.0,25.0,0,0
22:00,23.02,±1.15,88.75,±7.66,0.0,±0.0,21.72,±2.52,75.0,25.0,0,0
