jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.5,±1.12,66.5,±3.2,0.05,±0.09,29.41,±1.56,50.0,50.0,0,0
13:00,26.47,±2.07,74.75,±7.5,0.77,±0.64,28.25,±3.19,0,100.0,0,0
16:00,23.65,±0.97,88.75,±0.83,0.47,±0.54,23.25,±1.45,50.0,50.0,0,0
19:00,21.93,±1.12,94.75,±0.83,0.2,±0.35,19.51,±1.36,75.0,25.0,0,0
22:00,21.35,±1.37,96.0,±0.71,0.1,±0.17,18.4,±1.8,75.0,25.0,0,0
