jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.2,±1.16,66.25,±4.32,0.5,±0.7,28.84,±1.47,25.0,75.0,0,0
13:00,25.9,±2.55,72.0,±11.94,1.23,±1.4,26.68,±3.19,25.0,75.0,0,0
16:00,23.48,±1.85,82.75,±7.79,0.7,±1.16,23.15,±3.03,50.0,50.0,0,0
19:00,21.23,±1.18,94.25,±2.49,1.15,±1.35,18.52,±2.13,50.0,50.0,0,0
22:00,20.5,±0.87,95.25,±1.92,0.55,±0.57,17.38,±1.4,50.0,50.0,0,0
