jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,26.88,±0.91,69.0,±4.06,0.07,±0.13,28.56,±1.18,75.0,25.0,0,0
13:00,26.62,±1.39,69.0,±6.44,0.12,±0.13,28.1,±1.77,25.0,75.0,0,0
16:00,24.35,±1.51,81.75,±4.32,0.08,±0.08,24.82,±2.35,50.0,50.0,0,0
19:00,21.87,±0.53,91.5,±1.8,0.0,±0.0,19.94,±0.99,75.0,0,25.0,0
22:00,21.23,±0.87,92.5,±4.5,0.0,±0.0,18.86,±1.99,100.0,0,0,0
