jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,29.47,±0.63,71.5,±4.72,0.0,±0.0,34.05,±0.76,100.0,0,0,0
13:00,28.88,±1.69,74.0,±8.97,0.03,±0.04,32.83,±2.82,75.0,25.0,0,0
16:00,28.42,±0.53,76.5,±1.12,0.03,±0.04,32.6,±1.2,75.0,25.0,0,0
19:00,26.35,±1.23,86.0,±5.15,0.05,±0.09,28.64,±2.86,75.0,25.0,0,0
22:00,25.82,±1.21,85.0,±3.67,0.0,±0.0,27.55,±2.63,100.0,0,0,0
