jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,29.7,±0.85,68.75,±3.9,0.07,±0.13,34.0,±1.31,75.0,25.0,0,0
13:00,29.7,±0.91,69.0,±5.1,0.48,±0.66,34.02,±1.11,25.0,75.0,0,0
16:00,28.05,±0.99,75.75,±3.03,0.45,±0.78,31.55,±1.8,75.0,25.0,0,0
19:00,25.92,±1.23,85.75,±4.32,0.0,±0.0,27.63,±2.55,100.0,0,0,0
22:00,25.05,±0.73,87.5,±2.06,0.72,±0.82,25.84,±1.54,50.0,50.0,0,0
