jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.6,±0.37,66.25,±2.68,0.2,±0.35,29.55,±0.78,50.0,25.0,25.0,0
13:00,26.0,±1.96,72.5,±11.06,0.65,±1.01,26.94,±2.33,25.0,75.0,0,0
16:00,23.98,±1.7,83.5,±7.02,0.65,±1.01,23.9,±2.96,25.0,75.0,0,0
19:00,21.18,±0.98,95.0,±2.24,2.6,±4.5,18.22,±1.84,75.0,0,0,25.0
22:00,20.3,±0.76,96.5,±1.12,0.38,±0.65,16.77,±1.01,75.0,25.0,0,0
