jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,30.08,±1.18,67.5,±5.12,0.0,±0.0,34.51,±1.44,100.0,0,0,0
13:00,29.78,±0.97,70.25,±3.11,0.3,±0.52,34.52,±1.67,50.0,50.0,0,0
16:00,27.78,±0.58,78.25,±2.59,0.17,±0.3,31.27,±1.01,75.0,25.0,0,0
19:00,25.6,±0.56,87.25,±4.38,0.4,±0.53,26.95,±1.24,50.0,50.0,0,0
22:00,26.3,±2.81,85.0,±10.46,0.45,±0.78,28.0,±5.32,50.0,50.0,0,0
