jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,24.8,±3.97,80.0,±10.84,0.25,±0.43,25.55,±6.5,75.0,25.0,0,0
13:00,26.92,±0.29,70.25,±6.3,0.75,±1.08,28.73,±0.49,25.0,75.0,0,0
16:00,24.3,±0.92,82.5,±7.7,0.82,±1.43,24.41,±1.85,50.0,50.0,0,0
19:00,22.07,±0.68,94.25,±1.3,0.1,±0.17,19.71,±0.93,50.0,50.0,0,0
22:00,21.85,±0.54,95.5,±2.18,0.0,±0.0,19.01,±1.04,100.0,0,0,0
