jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,26.3,±1.91,71.0,±9.25,1.88,±2.91,27.47,±2.99,50.0,25.0,25.0,0
13:00,26.23,±2.14,76.75,±4.76,0.6,±0.87,28.07,±3.68,25.0,50.0,25.0,0
16:00,23.33,±1.53,86.75,±6.53,0.4,±0.64,22.59,±2.81,25.0,75.0,0,0
19:00,22.05,±1.21,94.25,±3.11,0.68,±1.17,19.7,±2.16,75.0,25.0,0,0
22:00,21.05,±0.9,96.25,±1.64,0.0,±0.0,17.75,±1.47,100.0,0,0,0
