jam1,temp1,rh1,hi1,hujan_ringan1,jam2,temp2,rh2,hi2,hujan_ringan2,jam3,temp3,rh3,hi3,hujan_ringan3,jam4,temp4,rh4,hi4,hujan_ringan4,jam5,temp5,rh5,hi5,hujan_ringan5
10:00,27.07,71.0,28.88 ± ±1.81,25.0,13:00,26.2,75.0,27.78 ± ±3.95,50.0,16:00,23.92,87.0,23.92 ± ±1.76,50.0,19:00,23.45,88.25,22.11 ± ±3.0,25.0,22:00,23.02,88.75,21.72 ± ±2.52,25.0
