jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.0,±0.62,71.0,±2.12,0.1,±0.12,28.96,±0.97,25.0,75.0,0,0
13:00,26.62,±1.72,71.25,±8.44,0.5,±0.54,28.18,±2.2,25.0,75.0,0,0
16:00,23.93,±1.18,85.25,±3.77,0.28,±0.19,23.92,±1.88,0,100.0,0,0
19:00,22.0,±0.6,94.0,±1.87,0.05,±0.09,19.66,±0.52,75.0,25.0,0,0
22:00,21.5,±0.87,95.0,±0.71,0.03,±0.04,18.76,±0.92,75.0,25.0,0,0
