jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.67,±0.63,71.5,±4.5,0.0,±0.0,30.18,±0.85,75.0,0,25.0,0
13:00,26.48,±2.46,83.75,±6.98,1.15,±1.35,28.79,±5.43,50.0,50.0,0,0
16:00,23.02,±0.69,91.75,±1.64,0.75,±1.24,21.74,±0.97,50.0,50.0,0,0
19:00,22.02,±0.64,94.25,±2.05,0.0,±0.0,19.67,±0.6,100.0,0,0,0
22:00,22.25,±0.17,94.0,±1.73,0.0,±0.0,19.96,±0.3,100.0,0,0,0
