jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,30.15,±0.87,65.75,±4.66,0.07,±0.13,34.33,±1.27,75.0,25.0,0,0
13:00,29.75,±0.66,69.0,±6.12,0.15,±0.26,34.13,±0.6,75.0,25.0,0,0
16:00,27.52,±0.99,79.0,±2.92,0.3,±0.52,30.8,±1.99,75.0,25.0,0,0
19:00,25.8,±1.24,87.5,±6.1,0.0,±0.0,27.31,±2.69,100.0,0,0,0
22:00,24.85,±1.32,86.5,±5.02,0.0,±0.0,25.39,±2.79,100.0,0,0,0
