jam1,temp1,rh1,hi1,hujan_ringan1,jam2,temp2,rh2,hi2,hujan_ringan2,jam3,temp3,rh3,hi3,hujan_ringan3,jam4,temp4,rh4,hi4,hujan_ringan4,jam5,temp5,rh5,hi5,hujan_ringan5
10:00,29.8,68.25,34.12 ± ±0.99,25.0,13:00,29.65,68.25,33.74 ± ±0.71,25.0,16:00,28.15,75.0,31.73 ± ±2.24,25.0,19:00,25.62,86.75,27.15 ± ±3.64,25.0,22:00,25.23,86.75,26.3 ± ±3.11,0
