jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.65,±0.76,62.5,±1.12,0.0,±0.0,29.26,±1.13,75.0,25.0,0,0
13:00,25.53,±2.4,76.5,±10.5,0.58,±0.83,26.23,±4.3,25.0,75.0,0,0
16:00,23.2,±1.87,87.0,±7.71,0.88,±1.07,22.29,±3.4,25.0,75.0,0,0
19:00,21.02,±0.92,94.75,±1.92,0.55,±0.9,18.16,±1.42,50.0,50.0,0,0
22:00,20.27,±0.54,95.75,±1.3,0.78,±1.34,16.98,±0.48,75.0,25.0,0,0
