jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.4,±0.68,63.25,±4.71,0.05,±0.09,28.91,±1.0,50.0,50.0,0,0
13:00,27.07,±1.91,64.25,±10.64,0.1,±0.17,28.16,±2.32,50.0,50.0,0,0
16:00,23.93,±1.06,83.75,±7.56,0.35,±0.61,23.75,±2.31,75.0,25.0,0,0
19:00,21.75,±0.86,92.75,±3.11,0.0,±0.0,19.54,±1.58,100.0,0,0,0
22:00,20.8,±0.75,96.25,±1.64,0.07,±0.13,17.41,±1.15,75.0,25.0,0,0
