jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,26.95,±1.05,70.0,±4.74,0.17,±0.18,28.77,±1.46,50.0,50.0,0,0
13:00,24.42,±1.56,84.0,±2.83,0.72,±0.6,24.93,±2.71,25.0,75.0,0,0
16:00,23.38,±0.81,89.5,±1.5,0.12,±0.22,22.66,±1.11,75.0,25.0,0,0
19:00,21.8,±0.48,95.75,±1.79,0.03,±0.04,18.93,±0.47,75.0,25.0,0,0
22:00,21.57,±0.38,97.5,±0.5,0.0,±0.0,18.11,±0.46,100.0,0,0,0
