jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,30.43,±0.6,66.25,±4.49,0.0,±0.0,35.09,±0.77,75.0,25.0,0,0
13:00,30.02,±0.76,50.75,±29.15,0.1,±0.17,33.3,±3.35,50.0,50.0,0,0
16:00,27.75,±0.18,79.0,±2.12,0.5,±0.7,31.34,±0.36,50.0,50.0,0,0
19:00,26.2,±1.19,84.75,±4.66,0.0,±0.0,28.21,±2.44,100.0,0,0,0
22:00,26.4,±1.82,83.25,±7.89,0.0,±0.0,28.39,±3.48,75.0,25.0,0,0
