jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.85,±1.27,66.0,±6.82,0.0,±0.0,29.82,±1.64,100.0,0,0,0
13:00,26.5,±1.5,74.5,±2.87,0.77,±0.94,28.46,±2.33,50.0,50.0,0,0
16:00,24.15,±1.29,85.0,±3.39,0.65,±1.13,24.51,±1.8,75.0,25.0,0,0
19:00,22.23,±0.74,94.0,±3.08,0.53,±0.91,20.1,±0.57,75.0,25.0,0,0
22:00,21.57,±0.94,95.25,±3.11,0.0,±0.0,18.92,±0.53,100.0,0,0,0
