jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,29.88,±0.68,69.0,±4.85,0.0,±0.0,34.47,±1.06,100.0,0,0,0
13:00,29.52,±0.38,73.0,±3.0,0.35,±0.61,34.58,±0.88,50.0,50.0,0,0
16:00,27.68,±1.08,79.0,±4.06,0.0,±0.0,31.09,±1.99,100.0,0,0,0
19:00,26.1,±1.46,87.5,±4.27,0.0,±0.0,28.16,±3.42,100.0,0,0,0
22:00,25.28,±1.44,89.75,±4.71,0.57,±1.0,26.24,±3.4,75.0,25.0,0,0
