jam1,temp1,rh1,hi1,hujan_ringan1,jam2,temp2,rh2,hi2,hujan_ringan2,jam3,temp3,rh3,hi3,hujan_ringan3,jam4,temp4,rh4,hi4,hujan_ringan4,jam5,temp5,rh5,hi5,hujan_ringan5
10:00,27.2,66.25,28.84 ± ±1.47,75.0,13:00,25.9,72.0,26.68 ± ±3.19,75.0,16:00,23.48,82.75,23.15 ± ±3.03,50.0,19:00,21.23,94.25,18.52 ± ±2.13,50.0,22:00,20.5,95.25,17.38 ± ±1.4,50.0
