jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.4,±0.95,58.75,±9.2,0.07,±0.13,28.49,±1.13,75.0,25.0,0,0
13:00,27.27,±2.52,61.0,±15.17,0.33,±0.56,28.08,±2.55,75.0,25.0,0,0
16:00,23.62,±1.5,83.0,±7.84,0.43,±0.43,23.31,±2.63,50.0,50.0,0,0
19:00,20.95,±0.63,94.0,±1.87,0.03,±0.04,18.23,±0.86,75.0,25.0,0,0
22:00,20.12,±0.13,96.25,±1.48,0.0,±0.0,16.59,±0.47,100.0,0,0,0
