jam,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,27.0,±1.98,70.25,±3.42,0.2,±0.24,29.09,±3.01,25.0,75.0,0,0
13:00,26.05,±2.28,76.25,±7.29,0.3,±0.33,28.01,±3.76,50.0,50.0,0,0
16:00,23.12,±1.56,85.5,±3.5,0.03,±0.04,22.76,±2.51,75.0,25.0,0,0
19:00,21.25,±1.11,93.5,±1.12,0.0,±0.0,18.87,±1.37,100.0,0,0,0
22:00,20.93,±1.17,95.25,±2.38,0.0,±0.0,18.06,±1.24,100.0,0,0,0
